,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,DAY,total_ask_vol,total_bid_vol,ask_vwap,bid_vwap,spread
74700,1072.0,10.0,1071.0,3.0,1065.0,53.0,1079.0,10.0,1080.0,3.0,1086.0,53.0,1075.5,99278.6875,1075.25,1.0,8.5,-5.5,1786.4952,81.047554,1,66.0,66.0,1084.6666666666667,1066.3333333333333,7.0
74800,1072.0,6.0,1071.0,5.0,1065.0,37.0,1079.0,6.0,1080.0,5.0,1086.0,37.0,1075.5,103569.6875,1075.25,1.0,8.5,-5.5,1786.0745,81.0608,1,48.0,48.0,1084.5,1066.5,7.0
74900,1070.0,8.0,1069.0,5.0,1063.0,47.0,1077.0,8.0,1078.0,5.0,1085.0,47.0,1073.5,110001.6875,1073.75,1.0,8.5,-5.5,1785.654,81.074066,1,60.0,60.0,1083.35,1064.4333333333334,7.0
75000,1072.0,10.0,1071.0,4.0,1065.0,57.0,1079.0,10.0,1080.0,4.0,1086.0,57.0,1075.5,99286.6875,1075.25,1.0,8.5,-5.5,1785.2341,81.08734,1,71.0,71.0,1084.6760563380283,1066.3239436619717,7.0
75100,1070.0,9.0,1069.0,3.0,1063.0,43.0,1077.0,9.0,1078.0,3.0,1085.0,43.0,1073.5,110006.6875,1073.75,1.0,8.5,-5.5,1784.8146,81.10063,1,55.0,55.0,1083.3090909090909,1064.4727272727273,7.0
75200,1072.0,10.0,1071.0,3.0,1065.0,46.0,1079.0,10.0,1080.0,3.0,1087.0,46.0,1075.5,110006.6875,1075.75,1.0,8.5,-5.5,1784.3956,81.11394,1,59.0,59.0,1085.2881355932204,1066.4915254237287,7.0
75300,1072.0,5.0,1071.0,2.0,1065.0,49.0,1079.0,5.0,1080.0,2.0,1087.0,49.0,1075.5,110006.6875,1075.5,1.0,8.5,-5.5,1783.9772,81.12725,1,56.0,56.0,1086.0357142857142,1065.8392857142858,7.0
75400,1072.0,5.0,1071.0,2.0,1065.0,51.0,1079.0,5.0,1080.0,2.0,1086.0,51.0,1075.5,104649.1875,1075.25,1.0,8.5,-5.5,1783.5591,81.14058,1,58.0,58.0,1085.1896551724137,1065.8103448275863,7.0
75500,1073.0,7.0,1072.0,3.0,1066.0,48.0,1080.0,7.0,1081.0,3.0,1087.0,48.0,1076.5,102501.6875,1076.25,1.0,8.5,-5.5,1783.1416,81.15392,1,58.0,58.0,1085.844827586207,1067.155172413793,7.0
75600,1073.0,5.0,1072.0,2.0,1066.0,55.0,1080.0,5.0,1081.0,2.0,1088.0,55.0,1076.5,110012.6875,1076.75,1.0,8.5,-5.5,1782.7245,81.16728,1,62.0,62.0,1087.1290322580646,1066.758064516129,7.0
75700,1073.0,10.0,1072.0,2.0,1066.0,42.0,1081.0,10.0,1082.0,2.0,1088.0,42.0,1077.0,110012.6875,1077.0,1.0,8.5,-5.5,1782.308,81.18065,1,54.0,54.0,1086.4814814814815,1067.5185185185185,8.0
75800,1073.0,10.0,1072.0,3.0,1066.0,53.0,1080.0,10.0,1081.0,3.0,1088.0,53.0,1076.5,110012.6875,1076.75,1.0,8.5,-5.5,1781.8918,81.19404,1,66.0,66.0,1086.469696969697,1067.3333333333333,7.0
75900,1073.0,6.0,1072.0,5.0,1066.0,51.0,1080.0,6.0,1081.0,5.0,1088.0,51.0,1076.5,110012.6875,1076.75,1.0,8.5,-5.5,1781.4763,81.207436,1,62.0,62.0,1086.6612903225807,1067.1612903225807,7.0
76000,1075.0,5.0,1074.0,5.0,1068.0,50.0,1082.0,5.0,1083.0,5.0,1089.0,50.0,1078.5,104640.1875,1078.25,1.0,8.5,-5.5,1781.0612,81.22085,1,60.0,60.0,1087.9166666666667,1069.0833333333333,7.0
76100,1075.0,10.0,1074.0,2.0,1068.0,51.0,1082.0,10.0,1083.0,2.0,1090.0,51.0,1078.5,110015.1875,1078.5,1.0,8.5,-5.5,1780.6465,81.23427,1,63.0,63.0,1088.5079365079366,1069.3015873015872,7.0
76200,1078.0,6.0,1075.0,9.0,1074.0,3.0,1082.0,9.0,1083.0,3.0,1090.0,53.0,1080.0,103565.1875,1078.5,1.0,8.5,-5.5,1780.2324,81.24771,1,65.0,18.0,1088.5692307692307,1075.8333333333333,4.0
76300,1076.0,7.0,1075.0,4.0,1069.0,41.0,1083.0,7.0,1084.0,4.0,1090.0,41.0,1079.5,102504.6875,1079.25,1.0,8.5,-5.5,1779.8187,81.26116,1,52.0,52.0,1088.5961538461538,1070.4038461538462,7.0
76400,1077.0,8.0,1076.0,3.0,1070.0,42.0,1084.0,8.0,1085.0,3.0,1091.0,42.0,1080.5,101428.6875,1080.25,1.0,8.5,-6.0,1779.4056,81.27463,1,53.0,53.0,1089.6037735849056,1071.3962264150944,7.0
76500,1076.0,9.0,1075.0,3.0,1069.0,52.0,1084.0,9.0,1085.0,3.0,1091.0,52.0,1080.0,110044.6875,1080.0,1.0,8.5,-6.0,1778.993,81.28812,1,64.0,64.0,1089.734375,1070.265625,8.0
76600,1078.0,6.0,1077.0,2.0,1071.0,49.0,1085.0,6.0,1086.0,2.0,1092.0,49.0,1081.5,103582.6875,1081.25,1.0,8.5,-6.0,1778.5808,81.301605,1,57.0,57.0,1091.0526315789473,1071.9473684210527,7.0
76700,1077.0,7.0,1076.0,2.0,1070.0,50.0,1084.0,7.0,1085.0,2.0,1091.0,50.0,1080.5,102518.6875,1080.25,1.0,8.5,-6.0,1778.1692,81.31512,1,59.0,59.0,1089.9661016949153,1071.0338983050847,7.0
76800,1076.0,10.0,1075.0,4.0,1069.0,49.0,1083.0,10.0,1084.0,4.0,1091.0,49.0,1079.5,99302.6875,1079.75,1.0,8.5,-6.0,1777.758,81.32864,1,63.0,63.0,1089.2857142857142,1070.4920634920634,7.0
76900,1077.0,7.0,1076.0,5.0,1070.0,40.0,1084.0,7.0,1085.0,5.0,1091.0,40.0,1080.5,102530.6875,1080.25,1.0,8.5,-6.0,1777.3474,81.342186,1,52.0,52.0,1089.4807692307693,1071.5192307692307,7.0
77000,1078.0,8.0,1077.0,5.0,1071.0,40.0,1085.0,8.0,1086.0,5.0,1092.0,40.0,1081.5,101453.6875,1081.25,1.0,8.5,-6.0,1776.9374,81.355736,1,53.0,53.0,1090.377358490566,1072.622641509434,7.0
77100,1077.0,10.0,1076.0,2.0,1070.0,41.0,1084.0,10.0,1085.0,2.0,1091.0,41.0,1080.5,99317.6875,1080.25,1.0,8.5,-6.0,1776.5277,81.36931,1,53.0,53.0,1089.4528301886792,1071.5471698113208,7.0
77200,1076.0,5.0,1075.0,2.0,1069.0,44.0,1083.0,5.0,1084.0,2.0,1090.0,44.0,1079.5,104712.6875,1079.25,1.0,8.5,-6.0,1776.1187,81.38289,1,51.0,51.0,1089.078431372549,1069.921568627451,7.0
77300,1075.0,8.0,1074.0,3.0,1068.0,56.0,1083.0,8.0,1084.0,3.0,1090.0,56.0,1079.0,110092.6875,1079.0,1.0,8.5,-6.0,1775.7101,81.396484,1,67.0,67.0,1088.8955223880596,1069.1044776119404,8.0
77400,1077.0,5.0,1076.0,2.0,1070.0,47.0,1084.0,5.0,1085.0,2.0,1092.0,47.0,1080.5,104710.1875,1080.75,1.0,8.5,-6.0,1775.302,81.410095,1,54.0,54.0,1091.0,1070.8703703703704,7.0
77500,1077.0,8.0,1076.0,5.0,1070.0,47.0,1084.0,8.0,1085.0,5.0,1091.0,47.0,1080.5,101487.1875,1080.25,1.0,8.5,-6.0,1774.8944,81.42373,1,60.0,60.0,1089.5666666666666,1071.4333333333334,7.0
77600,1077.0,8.0,1076.0,3.0,1070.0,56.0,1084.0,8.0,1085.0,3.0,1092.0,56.0,1080.5,101491.1875,1080.5,1.0,8.5,-6.0,1774.4874,81.43737,1,67.0,67.0,1090.7313432835822,1071.1044776119404,7.0
77700,1078.0,8.0,1077.0,3.0,1071.0,42.0,1085.0,8.0,1086.0,3.0,1093.0,42.0,1081.5,101487.1875,1081.75,1.0,8.5,-6.0,1774.0809,81.45103,1,53.0,53.0,1091.3962264150944,1072.3962264150944,7.0
77800,1078.0,6.0,1077.0,2.0,1071.0,46.0,1085.0,6.0,1086.0,2.0,1093.0,46.0,1081.5,103646.1875,1081.75,1.0,8.5,-6.0,1773.6749,81.4647,1,54.0,54.0,1091.851851851852,1072.0,7.0
77900,1075.0,5.0,1074.0,3.0,1068.0,43.0,1082.0,5.0,1083.0,3.0,1090.0,43.0,1078.5,104741.6875,1078.75,1.0,8.5,-6.0,1773.2695,81.478386,1,51.0,51.0,1088.8039215686274,1069.0392156862745,7.0
78000,1075.0,6.0,1074.0,4.0,1068.0,54.0,1082.0,6.0,1083.0,4.0,1090.0,54.0,1078.5,103669.6875,1078.5,1.0,8.5,-6.0,1772.8646,81.49209,1,64.0,64.0,1088.8125,1069.03125,7.0
78100,1076.0,10.0,1075.0,3.0,1069.0,49.0,1083.0,10.0,1084.0,3.0,1090.0,49.0,1079.5,99369.6875,1079.25,1.0,8.5,-6.0,1772.4602,81.505806,1,62.0,62.0,1088.5806451612902,1070.4193548387098,7.0
78200,1073.0,6.0,1072.0,3.0,1066.0,39.0,1080.0,6.0,1081.0,3.0,1088.0,39.0,1076.5,103694.6875,1076.75,1.0,8.5,-6.0,1772.0563,81.51954,1,48.0,48.0,1086.5625,1067.25,7.0
78300,1072.0,5.0,1071.0,5.0,1065.0,45.0,1079.0,5.0,1080.0,5.0,1087.0,45.0,1075.5,104775.1875,1075.75,1.0,8.5,-6.0,1771.653,81.53329,1,55.0,55.0,1085.6363636363637,1066.1818181818182,7.0
78400,1072.0,8.0,1071.0,4.0,1065.0,49.0,1079.0,8.0,1080.0,4.0,1087.0,49.0,1075.5,101563.1875,1075.5,1.0,8.5,-6.0,1771.2502,81.54705,1,61.0,61.0,1085.4918032786886,1066.311475409836,7.0
78500,1072.0,5.0,1071.0,4.0,1065.0,52.0,1079.0,5.0,1080.0,4.0,1086.0,52.0,1075.5,104784.1875,1075.25,1.0,8.5,-6.0,1770.8479,81.56083,1,61.0,61.0,1085.032786885246,1065.967213114754,7.0
78600,1072.0,9.0,1071.0,4.0,1065.0,41.0,1079.0,9.0,1080.0,4.0,1087.0,41.0,1075.5,100500.6875,1075.5,1.0,8.5,-6.0,1770.4462,81.57462,1,54.0,54.0,1085.148148148148,1066.611111111111,7.0
78700,1072.0,7.0,1071.0,2.0,1065.0,48.0,1079.0,7.0,1080.0,2.0,1087.0,48.0,1075.5,102648.1875,1075.5,1.0,8.5,-6.0,1770.045,81.58844,1,57.0,57.0,1085.7719298245613,1066.0701754385964,7.0
78800,1073.0,5.0,1072.0,2.0,1066.0,51.0,1080.0,5.0,1081.0,2.0,1087.0,51.0,1076.5,104792.1875,1076.25,1.0,8.5,-6.0,1769.6444,81.602264,1,58.0,58.0,1086.1896551724137,1066.8103448275863,7.0
78900,1072.0,5.0,1071.0,4.0,1065.0,49.0,1080.0,5.0,1081.0,4.0,1087.0,49.0,1076.0,110157.1875,1076.0,1.0,8.5,-6.0,1769.2443,81.616104,1,58.0,58.0,1085.9827586206898,1066.0172413793102,8.0
79000,1074.0,9.0,1073.0,4.0,1067.0,54.0,1081.0,9.0,1082.0,4.0,1088.0,54.0,1077.5,100500.1875,1077.25,1.0,8.5,-6.0,1768.8447,81.62997,1,67.0,67.0,1086.7014925373135,1068.2985074626865,7.0
79100,1075.0,5.0,1074.0,3.0,1068.0,47.0,1082.0,5.0,1083.0,3.0,1089.0,47.0,1078.5,104796.1875,1078.25,1.0,8.5,-6.0,1768.4457,81.64384,1,55.0,55.0,1088.0363636363636,1068.9636363636364,7.0
79200,1075.0,5.0,1074.0,4.0,1068.0,45.0,1082.0,5.0,1083.0,4.0,1090.0,45.0,1078.5,104798.6875,1078.75,1.0,8.5,-6.0,1768.0472,81.65773,1,54.0,54.0,1088.7407407407406,1069.0925925925926,7.0
79300,1075.0,9.0,1074.0,2.0,1068.0,49.0,1082.0,9.0,1083.0,2.0,1089.0,49.0,1078.5,100507.6875,1078.25,1.0,8.5,-6.0,1767.6494,81.67164,1,60.0,60.0,1087.75,1069.25,7.0
79400,1074.0,10.0,1073.0,3.0,1067.0,53.0,1081.0,10.0,1082.0,3.0,1089.0,53.0,1077.5,99447.6875,1077.75,1.0,8.5,-6.0,1767.2521,81.68556,1,66.0,66.0,1087.469696969697,1068.3333333333333,7.0
79500,1073.0,6.0,1072.0,3.0,1066.0,44.0,1080.0,6.0,1081.0,3.0,1088.0,44.0,1076.5,103752.6875,1076.75,1.0,8.5,-6.0,1766.8552,81.6995,1,53.0,53.0,1086.698113207547,1067.132075471698,7.0
79600,1074.0,7.0,1073.0,5.0,1067.0,47.0,1081.0,7.0,1082.0,5.0,1089.0,47.0,1077.5,102676.1875,1077.75,1.0,8.5,-6.0,1766.459,81.713455,1,59.0,59.0,1087.457627118644,1068.3389830508474,7.0
79700,1074.0,10.0,1073.0,2.0,1067.0,51.0,1081.0,10.0,1082.0,2.0,1088.0,51.0,1077.5,99464.1875,1077.25,1.0,8.5,-6.0,1766.0634,81.727425,1,63.0,63.0,1086.6984126984128,1068.3015873015872,7.0
79800,1073.0,6.0,1072.0,3.0,1066.0,44.0,1080.0,6.0,1081.0,3.0,1087.0,44.0,1076.5,103772.1875,1076.25,1.0,8.5,-6.0,1765.6682,81.74141,1,53.0,53.0,1085.867924528302,1067.132075471698,7.0
79900,1072.0,5.0,1071.0,2.0,1065.0,45.0,1076.0,7.0,1079.0,5.0,1080.0,2.0,1074.0,104852.6875,1075.75,1.0,8.5,-6.0,1765.2737,81.75542,1,14.0,52.0,1077.642857142857,1065.9038461538462,4.0
80000,1074.0,5.0,1073.0,4.0,1067.0,46.0,1081.0,5.0,1082.0,4.0,1088.0,46.0,1077.5,104847.6875,1077.25,1.0,8.5,-6.0,1764.8798,81.76944,1,55.0,55.0,1086.9272727272728,1068.0727272727272,7.0
80100,1073.0,8.0,1072.0,2.0,1066.0,53.0,1080.0,8.0,1081.0,2.0,1088.0,53.0,1076.5,101637.6875,1076.75,1.0,8.5,-6.0,1764.4863,81.78348,1,63.0,63.0,1086.7619047619048,1067.079365079365,7.0
80200,1073.0,8.0,1072.0,2.0,1066.0,46.0,1080.0,8.0,1081.0,2.0,1087.0,46.0,1076.5,101645.6875,1076.25,1.0,8.5,-6.0,1764.0934,81.79753,1,56.0,56.0,1085.7857142857142,1067.2142857142858,7.0
80300,1072.0,10.0,1071.0,5.0,1065.0,52.0,1079.0,10.0,1080.0,5.0,1086.0,52.0,1075.5,99519.6875,1075.25,1.0,8.5,-6.0,1763.7012,81.8116,1,67.0,67.0,1084.5074626865671,1066.4925373134329,7.0
80400,1072.0,9.0,1071.0,2.0,1065.0,57.0,1079.0,9.0,1080.0,2.0,1086.0,57.0,1075.5,100600.6875,1075.25,1.0,8.5,-6.0,1763.3094,81.82569,1,68.0,68.0,1084.8970588235295,1066.1029411764705,7.0
80500,1073.0,6.0,1072.0,5.0,1066.0,40.0,1080.0,6.0,1081.0,5.0,1088.0,40.0,1076.5,103813.6875,1076.75,1.0,8.5,-6.0,1762.9183,81.8398,1,51.0,51.0,1086.3725490196077,1067.4117647058824,7.0
80600,1072.0,8.0,1071.0,5.0,1065.0,40.0,1079.0,8.0,1080.0,5.0,1086.0,40.0,1075.5,101683.6875,1075.25,1.0,8.5,-6.0,1762.5278,81.85392,1,53.0,53.0,1084.377358490566,1066.622641509434,7.0
80700,1073.0,10.0,1072.0,2.0,1066.0,55.0,1080.0,10.0,1081.0,2.0,1088.0,55.0,1076.5,99534.6875,1076.75,1.0,8.5,-6.0,1762.1378,81.86806,1,67.0,67.0,1086.597014925373,1067.2238805970148,7.0
80800,1075.0,7.0,1074.0,5.0,1068.0,51.0,1082.0,7.0,1083.0,5.0,1089.0,51.0,1078.5,102746.6875,1078.25,1.0,8.5,-6.0,1761.7484,81.88221,1,63.0,63.0,1087.7460317460318,1069.2539682539682,7.0
80900,1077.0,6.0,1076.0,3.0,1070.0,55.0,1084.0,6.0,1085.0,3.0,1091.0,55.0,1080.5,103815.6875,1080.25,1.0,8.5,-6.0,1761.3596,81.896385,1,64.0,64.0,1090.0625,1070.9375,7.0
81000,1077.0,9.0,1076.0,5.0,1070.0,50.0,1084.0,9.0,1085.0,5.0,1091.0,50.0,1080.5,100593.6875,1080.25,1.0,8.5,-6.0,1760.9713,81.910576,1,64.0,64.0,1089.546875,1071.453125,7.0
81100,1077.0,10.0,1076.0,4.0,1070.0,58.0,1084.0,10.0,1085.0,4.0,1091.0,58.0,1080.5,99526.6875,1080.25,1.0,8.5,-6.0,1760.5837,81.92478,1,72.0,72.0,1089.6944444444443,1071.3055555555557,7.0
81200,1077.0,8.0,1076.0,2.0,1070.0,47.0,1084.0,8.0,1085.0,2.0,1091.0,47.0,1080.5,101688.6875,1080.25,1.0,8.5,-6.0,1760.1967,81.93901,1,57.0,57.0,1089.8070175438597,1071.1929824561403,7.0
81300,1078.0,6.0,1077.0,4.0,1071.0,46.0,1085.0,6.0,1086.0,4.0,1092.0,46.0,1081.5,103842.6875,1081.25,1.0,8.5,-6.0,1759.8102,81.953255,1,56.0,56.0,1090.8214285714287,1072.1785714285713,7.0
81400,1079.0,7.0,1078.0,3.0,1072.0,44.0,1086.0,7.0,1087.0,3.0,1094.0,44.0,1082.5,102761.1875,1082.75,1.0,8.5,-6.0,1759.4243,81.967514,1,54.0,54.0,1092.5740740740741,1073.2407407407406,7.0
81500,1079.0,10.0,1078.0,2.0,1072.0,52.0,1086.0,10.0,1087.0,2.0,1094.0,52.0,1082.5,99529.1875,1082.75,1.0,8.5,-6.0,1759.0391,81.98179,1,64.0,64.0,1092.53125,1073.28125,7.0
81600,1079.0,10.0,1078.0,5.0,1072.0,53.0,1086.0,10.0,1087.0,5.0,1094.0,53.0,1082.5,99534.1875,1082.75,1.0,8.5,-6.0,1758.6544,81.996086,1,68.0,68.0,1092.3088235294117,1073.4705882352941,7.0
81700,1082.0,9.0,1079.0,9.0,1078.0,2.0,1086.0,9.0,1087.0,2.0,1094.0,49.0,1084.0,90911.1875,1082.75,1.0,8.5,-6.0,1758.2703,82.0104,1,60.0,20.0,1092.5666666666666,1080.25,4.0
81800,1079.0,9.0,1078.0,2.0,1072.0,44.0,1086.0,9.0,1087.0,2.0,1094.0,44.0,1082.5,100653.6875,1082.75,1.0,8.5,-6.0,1757.8868,82.02473,1,55.0,55.0,1092.4363636363637,1073.3636363636363,7.0
81900,1078.0,8.0,1077.0,3.0,1071.0,42.0,1085.0,8.0,1086.0,3.0,1092.0,42.0,1081.5,101748.6875,1081.25,1.0,8.5,-6.0,1757.5039,82.03908,1,53.0,53.0,1090.6037735849056,1072.3962264150944,7.0
82000,1078.0,9.0,1077.0,3.0,1071.0,53.0,1085.0,9.0,1086.0,3.0,1093.0,53.0,1081.5,100675.1875,1081.75,1.0,8.5,-6.0,1757.1216,82.053444,1,65.0,65.0,1091.5692307692307,1072.246153846154,7.0
82100,1080.0,7.0,1079.0,5.0,1073.0,49.0,1084.0,5.0,1087.0,7.0,1088.0,5.0,1082.0,102824.1875,1083.25,1.0,8.5,-6.0,1756.74,82.06783,1,17.0,61.0,1086.4117647058824,1074.295081967213,4.0
82200,1081.0,5.0,1080.0,4.0,1074.0,38.0,1088.0,5.0,1089.0,4.0,1095.0,38.0,1084.5,104984.1875,1084.25,1.0,8.5,-6.0,1756.3589,82.08224,1,47.0,47.0,1093.7446808510638,1075.2553191489362,7.0
82300,1079.0,7.0,1078.0,2.0,1072.0,38.0,1086.0,7.0,1087.0,2.0,1094.0,38.0,1082.5,102839.6875,1082.75,1.0,8.5,-6.0,1755.9784,82.09666,1,47.0,47.0,1092.5106382978724,1073.2978723404256,7.0
82400,1080.0,10.0,1079.0,4.0,1073.0,42.0,1087.0,10.0,1088.0,4.0,1095.0,42.0,1083.5,99597.6875,1083.75,1.0,8.5,-6.0,1755.5985,82.1111,1,56.0,56.0,1093.0714285714287,1074.6785714285713,7.0
82500,1082.0,9.0,1081.0,4.0,1075.0,56.0,1089.0,9.0,1090.0,4.0,1096.0,56.0,1085.5,100668.6875,1085.25,1.0,8.5,-6.0,1755.2194,82.12556,1,69.0,69.0,1094.7391304347825,1076.2608695652175,7.0
82600,1082.0,8.0,1081.0,3.0,1075.0,51.0,1089.0,8.0,1090.0,3.0,1097.0,51.0,1085.5,101754.6875,1085.75,1.0,8.5,-6.0,1754.8407,82.14003,1,62.0,62.0,1095.6290322580646,1076.1935483870968,7.0
82700,1084.0,8.0,1083.0,4.0,1077.0,51.0,1091.0,8.0,1092.0,4.0,1098.0,51.0,1087.5,101746.6875,1087.25,1.0,8.5,-6.0,1754.4626,82.154526,1,63.0,63.0,1096.7301587301588,1078.2698412698412,7.0
82800,1084.0,6.0,1083.0,5.0,1077.0,38.0,1091.0,6.0,1092.0,5.0,1098.0,38.0,1087.5,103920.6875,1087.25,1.0,8.5,-6.0,1754.0853,82.16904,1,49.0,49.0,1096.530612244898,1078.469387755102,7.0
82900,1084.0,6.0,1083.0,2.0,1077.0,41.0,1091.0,6.0,1092.0,2.0,1098.0,41.0,1087.5,103926.6875,1087.25,1.0,8.5,-6.0,1753.7085,82.18357,1,49.0,49.0,1096.8979591836735,1078.1020408163265,7.0
83000,1084.0,9.0,1083.0,4.0,1077.0,50.0,1091.0,9.0,1092.0,4.0,1099.0,50.0,1087.5,100679.1875,1087.75,1.0,8.5,-6.0,1753.3324,82.19812,1,63.0,63.0,1097.4126984126983,1078.3809523809523,7.0
83100,1084.0,5.0,1083.0,5.0,1077.0,41.0,1091.0,5.0,1092.0,5.0,1099.0,41.0,1087.5,105017.6875,1087.5,1.0,8.5,-6.0,1752.9568,82.21269,1,51.0,51.0,1097.5294117647059,1078.2745098039215,7.0
83200,1084.0,6.0,1083.0,4.0,1077.0,41.0,1091.0,6.0,1092.0,4.0,1098.0,41.0,1087.5,103939.6875,1087.25,1.0,8.5,-6.0,1752.5819,82.22728,1,51.0,51.0,1096.7058823529412,1078.2941176470588,7.0
83300,1084.0,5.0,1083.0,2.0,1077.0,47.0,1091.0,5.0,1092.0,2.0,1099.0,47.0,1087.5,105026.1875,1087.5,1.0,8.5,-6.0,1752.2076,82.24188,1,54.0,54.0,1098.0,1077.8703703703704,7.0
83400,1083.0,9.0,1082.0,5.0,1076.0,47.0,1090.0,9.0,1091.0,5.0,1097.0,47.0,1086.5,100708.1875,1086.25,1.0,8.5,-6.0,1751.834,82.25651,1,61.0,61.0,1095.4754098360656,1077.5245901639344,7.0
83500,1082.0,5.0,1081.0,3.0,1075.0,44.0,1089.0,5.0,1090.0,3.0,1097.0,44.0,1085.5,105047.6875,1085.75,1.0,8.5,-6.0,1751.461,82.27116,1,52.0,52.0,1095.826923076923,1076.0192307692307,7.0
83600,1082.0,7.0,1081.0,3.0,1075.0,47.0,1089.0,7.0,1090.0,3.0,1097.0,47.0,1085.5,102887.1875,1085.75,1.0,8.5,-6.0,1751.0886,82.28582,1,57.0,57.0,1095.6491228070176,1076.1754385964912,7.0
83700,1083.0,6.0,1082.0,3.0,1076.0,50.0,1090.0,6.0,1091.0,3.0,1097.0,50.0,1086.5,103969.1875,1086.25,1.0,8.5,-6.0,1750.7169,82.3005,1,59.0,59.0,1095.9830508474577,1077.0169491525423,7.0
83800,1086.0,9.0,1082.0,9.0,1081.0,5.0,1090.0,9.0,1091.0,5.0,1097.0,56.0,1088.0,100729.1875,1086.0,1.0,8.5,-6.0,1750.3458,82.3152,1,70.0,23.0,1095.6714285714286,1083.3478260869565,4.0
83900,1082.0,5.0,1081.0,4.0,1075.0,43.0,1090.0,5.0,1091.0,4.0,1097.0,43.0,1086.0,110503.1875,1086.0,1.0,8.5,-6.0,1749.9753,82.329926,1,52.0,52.0,1095.8653846153845,1076.1346153846155,8.0
84000,1083.0,8.0,1082.0,2.0,1076.0,45.0,1090.0,8.0,1091.0,2.0,1098.0,45.0,1086.5,101843.1875,1086.75,1.0,8.5,-6.0,1749.6055,82.344666,1,55.0,55.0,1096.581818181818,1077.2363636363636,7.0
84100,1083.0,5.0,1082.0,4.0,1076.0,47.0,1090.0,5.0,1091.0,4.0,1098.0,47.0,1086.5,105094.6875,1086.5,1.0,8.5,-6.0,1749.2363,82.35943,1,56.0,56.0,1096.7857142857142,1077.0535714285713,7.0
84200,1085.0,10.0,1082.0,10.0,1081.0,5.0,1089.0,10.0,1090.0,5.0,1097.0,51.0,1087.0,88879.6875,1085.75,1.0,8.5,-6.0,1748.8678,82.37421,1,66.0,25.0,1095.2575757575758,1083.0,4.0
84300,1084.0,9.0,1081.0,9.0,1080.0,3.0,1088.0,9.0,1089.0,3.0,1096.0,51.0,1086.0,91100.6875,1084.75,1.0,8.5,-6.0,1748.4999,82.389,1,63.0,21.0,1094.5238095238096,1082.142857142857,4.0
84400,1082.0,5.0,1081.0,3.0,1075.0,44.0,1089.0,5.0,1090.0,3.0,1096.0,44.0,1085.5,105180.6875,1085.25,1.0,8.5,-6.0,1748.1326,82.403824,1,52.0,52.0,1094.9807692307693,1076.0192307692307,7.0
84500,1080.0,6.0,1079.0,2.0,1073.0,50.0,1087.0,6.0,1088.0,2.0,1095.0,50.0,1083.5,104113.6875,1083.75,1.0,8.5,-6.0,1747.766,82.41866,1,58.0,58.0,1093.9310344827586,1073.9310344827586,7.0
84600,1081.0,6.0,1080.0,4.0,1074.0,54.0,1085.0,6.0,1088.0,6.0,1089.0,4.0,1083.0,104113.6875,1084.25,1.0,8.5,-6.0,1747.4,82.43352,1,16.0,64.0,1087.125,1075.03125,4.0
84700,1079.0,6.0,1078.0,5.0,1072.0,37.0,1086.0,6.0,1087.0,5.0,1093.0,37.0,1082.5,104131.6875,1082.25,1.0,8.5,-6.0,1747.0348,82.448395,1,48.0,48.0,1091.5,1073.5,7.0
84800,1078.0,8.0,1077.0,3.0,1071.0,43.0,1085.0,8.0,1086.0,3.0,1093.0,43.0,1081.5,101985.6875,1081.75,1.0,8.5,-6.0,1746.6702,82.463295,1,54.0,54.0,1091.4259259259259,1072.3703703703704,7.0
84900,1077.0,7.0,1076.0,2.0,1070.0,42.0,1084.0,7.0,1085.0,2.0,1092.0,42.0,1080.5,103074.1875,1080.75,1.0,8.5,-6.0,1746.3062,82.47821,1,51.0,51.0,1090.6274509803923,1071.1960784313726,7.0
85000,1077.0,8.0,1076.0,5.0,1070.0,51.0,1084.0,8.0,1085.0,5.0,1091.0,51.0,1080.5,102005.1875,1080.25,1.0,8.5,-6.0,1745.9429,82.49315,1,64.0,64.0,1089.65625,1071.34375,7.0
85100,1076.0,7.0,1075.0,4.0,1069.0,42.0,1083.0,7.0,1084.0,4.0,1091.0,42.0,1079.5,103092.6875,1079.75,1.0,8.5,-6.0,1745.5802,82.50811,1,53.0,53.0,1089.4150943396226,1070.377358490566,7.0
85200,1076.0,9.0,1075.0,5.0,1069.0,42.0,1083.0,9.0,1084.0,5.0,1090.0,42.0,1079.5,100949.6875,1079.25,1.0,8.5,-6.0,1745.2181,82.52309,1,56.0,56.0,1088.3392857142858,1070.6607142857142,7.0
85300,1078.0,9.0,1077.0,2.0,1071.0,50.0,1085.0,9.0,1086.0,2.0,1092.0,50.0,1081.5,100940.6875,1081.25,1.0,8.5,-6.0,1744.8569,82.538086,1,61.0,61.0,1090.7704918032787,1072.2295081967213,7.0
85400,1079.0,6.0,1078.0,4.0,1072.0,38.0,1086.0,6.0,1087.0,4.0,1094.0,38.0,1082.5,104171.6875,1082.75,1.0,8.5,-6.0,1744.4962,82.5531,1,48.0,48.0,1092.4166666666667,1073.375,7.0
